id,userid,total,created
2210,2891,0,11/04/2017 10:07
2217,1034,3010,11/04/2017 12:01
2224,52,5187,11/04/2017 12:54
2231,426,4550,11/04/2017 13:35
2238,181,11620,11/04/2017 14:42
2245,206,9450,11/04/2017 15:26
2252,1814,5915,11/04/2017 16:35
2259,3106,4550,11/04/2017 17:32
2266,1929,1820,11/04/2017 18:35
2273,539,6370,11/04/2017 20:05
2280,212,19950,11/04/2017 20:43
2287,2687,4550,11/04/2017 22:09
2294,286,2100,11/04/2017 23:22
2301,64,41650,11/04/2017 23:43
2308,93,18690,12/04/2017 04:48
2315,444,2450,12/04/2017 10:59
2322,3223,1750,12/04/2017 12:21
2329,3106,1750,12/04/2017 12:53
2336,2354,2310,12/04/2017 13:41
2343,1522,1624,12/04/2017 14:30
2350,207,2961,12/04/2017 15:10
2357,1310,0,12/04/2017 15:46
2364,343,4193,12/04/2017 17:31
2371,2289,1624,12/04/2017 17:52
2378,857,1624,12/04/2017 18:58
2385,2289,2800,12/04/2017 20:17
2392,53,2800,12/04/2017 20:58
2399,1274,2450,12/04/2017 21:49
2406,2951,1624,12/04/2017 22:32
2413,5,0,12/04/2017 23:19
2420,51,3010,12/04/2017 23:44
2427,50,1855,13/04/2017 07:02
2434,51,2275,13/04/2017 10:27
2441,3096,1750,13/04/2017 10:43
2448,2268,2205,13/04/2017 11:33
2455,50,2975,13/04/2017 12:40
2462,218,3500,13/04/2017 13:21
2469,2289,1624,13/04/2017 14:38
2476,2876,0,13/04/2017 14:55
2483,3393,3500,13/04/2017 15:25
2490,1174,2310,13/04/2017 16:16
2497,2536,1841,13/04/2017 16:48
2504,2859,1736,13/04/2017 17:47
2511,2847,2800,13/04/2017 18:56
2518,2126,1750,13/04/2017 19:43
2525,2827,1848,13/04/2017 20:32
2532,2265,2450,13/04/2017 23:16
2539,3106,1750,14/04/2017 00:13
2546,262,1841,14/04/2017 07:48
2553,1369,5985,14/04/2017 11:16
2560,857,2310,14/04/2017 12:03
2567,31,6286,14/04/2017 13:56
2574,85,3248,14/04/2017 15:06
2581,140,8505,14/04/2017 15:47
2588,3236,2520,14/04/2017 17:07
2595,324,11620,14/04/2017 18:05
2602,3342,8925,14/04/2017 18:29
2609,2825,8372,14/04/2017 19:27
2616,3342,8015,14/04/2017 20:00
2623,54,4543,14/04/2017 22:43
2630,1272,2443,15/04/2017 00:20
2637,2891,8995,15/04/2017 09:15
2644,1859,3500,15/04/2017 11:09
2651,1996,3605,15/04/2017 12:31
2658,175,6993,15/04/2017 13:39
2665,57,1750,15/04/2017 14:56
2672,1174,0,15/04/2017 15:31
2679,539,2100,15/04/2017 16:18
2686,340,5250,15/04/2017 17:06
2693,248,5600,15/04/2017 18:04
2700,83,5243,15/04/2017 19:27
2707,722,3150,15/04/2017 20:16
2714,352,4095,15/04/2017 23:12
2721,83,1624,16/04/2017 00:14
2728,3072,3500,16/04/2017 09:06
2735,352,2520,16/04/2017 12:00
2742,142,7175,16/04/2017 12:54
2749,3046,2093,16/04/2017 14:17
2756,1488,1890,16/04/2017 14:55
2763,175,3500,16/04/2017 16:43
2770,433,4200,16/04/2017 21:05
2777,3473,1414,16/04/2017 22:34
2784,63,3703,17/04/2017 08:04
2791,1859,0,17/04/2017 11:16
2798,3063,2100,17/04/2017 12:32
2805,140,3360,17/04/2017 13:27
2812,2245,1624,17/04/2017 15:00
2819,96,7329,17/04/2017 15:33
2826,3236,3850,17/04/2017 16:15
2833,111,2450,17/04/2017 17:05
2840,2773,3493,17/04/2017 18:31
2847,51,4550,17/04/2017 20:04
2854,23,0,17/04/2017 22:02
2861,188,1925,17/04/2017 23:44
2868,23,5061,18/04/2017 09:56
2875,31,2443,18/04/2017 11:15
2882,150,1624,18/04/2017 11:45
2889,2734,2275,18/04/2017 12:40
2896,3129,36260,18/04/2017 14:08
2903,553,3850,18/04/2017 15:02
2910,2421,5243,18/04/2017 16:42
2917,324,1750,18/04/2017 17:04
2924,181,7700,18/04/2017 18:12
2931,1323,3850,18/04/2017 19:21
2938,31,6132,18/04/2017 21:56
2945,1996,3360,18/04/2017 22:34
2952,1013,11550,18/04/2017 23:21
2959,140,2800,19/04/2017 00:19
2966,293,8995,19/04/2017 07:51
2973,2999,2100,19/04/2017 09:59
2980,3225,19950,19/04/2017 11:06
2987,3366,3248,19/04/2017 12:14
2994,3521,7721,19/04/2017 13:02
3001,75,3780,19/04/2017 13:44
3008,145,2100,19/04/2017 14:28
3015,3117,4872,19/04/2017 15:37
3022,191,0,19/04/2017 16:20
3029,3709,3682,19/04/2017 16:50
3036,142,5040,19/04/2017 17:38
3043,444,3850,19/04/2017 19:05
3050,1193,3850,19/04/2017 20:15
3057,3219,3500,19/04/2017 22:06
3064,524,0,19/04/2017 23:53
3071,2063,3500,20/04/2017 07:22
3078,1369,0,20/04/2017 09:08
3085,3247,2590,20/04/2017 10:22
3092,3871,2093,20/04/2017 11:37
3099,83,3500,20/04/2017 13:03
3106,58,12565,20/04/2017 13:39
3113,201,30205,20/04/2017 14:09
3120,218,5740,20/04/2017 15:03
3127,3892,2100,20/04/2017 15:47
3134,2824,1029,20/04/2017 16:41
3141,3096,7700,20/04/2017 17:38
3148,257,7700,20/04/2017 19:12
3155,3305,3850,20/04/2017 20:37
3162,3653,2275,20/04/2017 22:16
3169,51,2310,20/04/2017 23:35
3176,3413,2590,21/04/2017 07:12
3183,3646,2100,21/04/2017 10:09
3190,3009,0,21/04/2017 11:22
3197,479,0,21/04/2017 12:14
3204,89,0,21/04/2017 12:41
3211,201,490,21/04/2017 13:25
3218,3117,0,21/04/2017 14:16
3225,142,3332,21/04/2017 14:56
3232,56,2590,21/04/2017 15:55
3239,264,1610,21/04/2017 17:18
3246,23,6300,21/04/2017 19:09
3253,82,2310,21/04/2017 21:29
3260,388,2793,21/04/2017 22:16
3267,262,7700,21/04/2017 23:43
3274,1369,7700,22/04/2017 11:12
3281,2289,4865,22/04/2017 12:16
3288,1284,4900,22/04/2017 12:43
3295,3522,3640,22/04/2017 13:06
3302,857,3220,22/04/2017 13:58
3309,83,2100,22/04/2017 15:24
3316,5,2310,22/04/2017 15:53
3323,3382,4893,22/04/2017 16:08
3330,3230,14700,22/04/2017 16:53
3337,142,1848,22/04/2017 17:16
3344,69,6265,22/04/2017 18:24
3351,476,4865,22/04/2017 18:52
3358,1174,0,22/04/2017 19:31
3365,2289,1568,22/04/2017 21:28
3372,3964,2093,22/04/2017 22:39
3379,3533,5915,22/04/2017 23:54
3386,95,4095,23/04/2017 01:07
3393,2245,560,23/04/2017 10:00
3400,1174,1743,23/04/2017 11:17
3407,3721,2590,23/04/2017 14:01
3414,698,4200,23/04/2017 14:57
3421,2736,1344,23/04/2017 16:45
3428,4018,2800,23/04/2017 20:00
3435,2827,2450,23/04/2017 21:47
3442,2827,3003,23/04/2017 22:35
3449,1278,8715,23/04/2017 23:14
3456,1617,2310,24/04/2017 07:47
3463,3939,4200,24/04/2017 09:26
3470,69,560,24/04/2017 10:11
3477,1617,2310,24/04/2017 10:31
3484,4125,3143,24/04/2017 11:53
3491,825,14000,24/04/2017 12:58
3498,75,4865,24/04/2017 14:03
3505,277,2450,24/04/2017 15:02
3512,2734,1050,24/04/2017 15:46
3519,3425,2443,24/04/2017 16:13
3526,2162,3150,24/04/2017 16:48
3533,552,2100,24/04/2017 18:15
3540,140,2800,24/04/2017 19:08
3547,55,0,24/04/2017 20:12
3554,201,4515,24/04/2017 21:10
3561,1034,4620,24/04/2017 22:08
3568,257,2093,24/04/2017 22:52
3575,1034,1848,24/04/2017 23:34
3582,1836,6930,25/04/2017 08:46
3589,286,5593,25/04/2017 09:44
3596,58,0,25/04/2017 10:32
3603,284,1624,25/04/2017 11:02
3610,84,12950,25/04/2017 12:14
3617,4056,3248,25/04/2017 12:57
3624,2289,7630,25/04/2017 14:03
3631,1617,2310,25/04/2017 14:32
3638,3655,1750,25/04/2017 14:49
3645,2782,3500,25/04/2017 15:27
3652,857,1386,25/04/2017 15:55
3659,286,5243,25/04/2017 17:19
3666,3618,7350,25/04/2017 19:11
3673,56,5250,25/04/2017 21:02
3680,4172,1750,25/04/2017 22:40
3687,3857,2310,25/04/2017 23:43
3694,845,3850,26/04/2017 07:08
3701,1719,10500,26/04/2017 10:12
3708,4153,3493,26/04/2017 11:06
3715,3399,0,26/04/2017 11:47
3722,3721,0,26/04/2017 12:40
3729,3755,2520,26/04/2017 12:52
3736,3755,1715,26/04/2017 13:13
3743,3399,0,26/04/2017 13:48
3750,247,1750,26/04/2017 14:38
3757,64,5600,26/04/2017 14:46
3764,3755,1855,26/04/2017 15:16
3771,286,11025,26/04/2017 16:07
3778,3755,1750,26/04/2017 17:14
3785,33,6041,26/04/2017 18:08
3792,330,3038,26/04/2017 19:15
3799,280,11095,26/04/2017 19:57
3806,2825,7000,26/04/2017 20:30
3813,539,2303,26/04/2017 21:10
3820,23,2520,26/04/2017 22:36
3827,4636,3465,27/04/2017 02:25
3834,1025,3465,27/04/2017 08:45
3841,3342,10080,27/04/2017 10:15
3848,2813,4900,27/04/2017 10:35
3855,1469,1624,27/04/2017 11:33
3862,4164,1190,27/04/2017 12:35
3869,919,1750,27/04/2017 13:05
3876,2105,2450,27/04/2017 13:26
3883,2289,1624,27/04/2017 14:12
3890,313,2310,27/04/2017 14:32
3897,3694,2450,27/04/2017 15:43
3904,3721,7000,27/04/2017 16:29
3911,4153,1750,27/04/2017 17:11
3918,75,6055,27/04/2017 18:19
3925,4753,2800,27/04/2017 18:37
3932,1272,0,27/04/2017 19:24
3939,393,2450,27/04/2017 20:21
3946,4261,1771,27/04/2017 20:55
3953,262,13650,27/04/2017 21:09
3960,4020,4865,27/04/2017 22:16
3967,4120,1750,27/04/2017 22:53
3974,51,6993,27/04/2017 23:18
3981,2734,3808,28/04/2017 00:17
3988,4934,2905,28/04/2017 01:40
3995,324,4060,28/04/2017 08:46
4002,31,2723,28/04/2017 09:50
4009,4983,0,28/04/2017 10:56
4016,3908,3850,28/04/2017 11:34
4023,440,1820,28/04/2017 11:57
4030,1153,3850,28/04/2017 12:27
4037,4271,0,28/04/2017 13:35
4044,3561,1372,28/04/2017 13:53
4051,4637,3500,28/04/2017 14:29
4058,4835,1750,28/04/2017 15:24
4065,4120,9100,28/04/2017 16:20
4072,233,2961,28/04/2017 16:29
4079,4532,4193,28/04/2017 16:54
4086,189,4193,28/04/2017 17:27
4093,31,2954,28/04/2017 17:50
4100,4981,1624,28/04/2017 18:33
4107,4797,1750,28/04/2017 20:01
4114,4990,1750,28/04/2017 21:10
4121,3342,0,28/04/2017 21:57
4128,4608,2275,28/04/2017 23:07
4135,84,0,29/04/2017 00:05
4142,4827,2450,29/04/2017 08:26
4149,857,1750,29/04/2017 09:39
4156,4153,1750,29/04/2017 10:39
4163,3288,6300,29/04/2017 11:25
4170,3666,2310,29/04/2017 11:58
4177,4818,3150,29/04/2017 12:59
4184,3517,2450,29/04/2017 13:27
4191,851,5593,29/04/2017 14:05
4198,247,4060,29/04/2017 14:33
4205,869,8743,29/04/2017 15:23
4212,2156,3430,29/04/2017 16:11
4219,4835,2730,29/04/2017 17:00
4226,736,0,29/04/2017 17:34
4233,23,4550,29/04/2017 17:51
4240,2825,5593,29/04/2017 18:19
4247,5277,0,29/04/2017 18:51
4254,736,2100,29/04/2017 20:00
4261,2268,0,29/04/2017 20:31
4268,4164,2310,29/04/2017 21:21
4275,5147,0,29/04/2017 22:47
4282,4125,4725,30/04/2017 00:01
4289,4125,4557,30/04/2017 00:15
4296,5357,1624,30/04/2017 01:55
4303,3867,6993,30/04/2017 10:43
4310,84,10920,30/04/2017 11:35
4317,5402,2310,30/04/2017 13:09
4324,3208,5950,30/04/2017 14:24
4331,181,8540,30/04/2017 15:22
4338,111,0,30/04/2017 17:09
4345,56,4886,30/04/2017 17:53
4352,4172,2730,30/04/2017 19:14
4359,5272,5593,30/04/2017 20:26
4366,4565,2100,30/04/2017 21:30
4373,3140,0,30/04/2017 22:29
4380,4795,4893,30/04/2017 23:14
4387,69,1750,30/04/2017 23:50
4394,4686,0,01/05/2017 03:16
4401,1877,0,01/05/2017 08:53
4408,4432,0,01/05/2017 11:07
4415,4794,0,01/05/2017 11:52
4422,64,6608,01/05/2017 13:03
4429,5108,1316,01/05/2017 13:42
4436,156,10850,01/05/2017 14:04
4443,2268,0,01/05/2017 14:20
4450,1174,4893,01/05/2017 14:53
4457,5349,3150,01/05/2017 15:28
4464,4361,1533,01/05/2017 16:10
4471,4608,3500,01/05/2017 16:55
4478,95,16772,01/05/2017 17:51
4485,902,0,01/05/2017 18:31
4492,3038,3080,01/05/2017 19:28
4499,3277,7000,01/05/2017 21:12
4506,404,2450,01/05/2017 22:16
4513,1284,1750,01/05/2017 23:21
4520,5705,2450,02/05/2017 01:01
4527,4557,1274,02/05/2017 10:06
4534,96,6615,02/05/2017 11:00
4541,736,1750,02/05/2017 11:43
4548,2268,11543,02/05/2017 12:47
4555,4164,2310,02/05/2017 13:42
4562,5285,5950,02/05/2017 14:22
4569,3038,4200,02/05/2017 15:14
4576,4565,6615,02/05/2017 16:31
4583,4153,1750,02/05/2017 17:07
4590,5855,0,02/05/2017 17:35
4597,187,0,02/05/2017 18:28
4604,5841,0,02/05/2017 18:40
4611,5450,4893,02/05/2017 19:32
4618,5997,0,02/05/2017 20:07
4625,5579,1750,02/05/2017 20:53
4632,289,0,02/05/2017 21:25
4639,64,16030,02/05/2017 22:08
4646,6028,1050,02/05/2017 23:23
4653,1034,2310,03/05/2017 00:59
4660,4651,0,03/05/2017 08:06
4667,156,4550,03/05/2017 09:03
4674,4153,6615,03/05/2017 10:25
4681,6131,2940,03/05/2017 10:41
4688,5315,5593,03/05/2017 11:41
4695,6,4193,03/05/2017 12:02
4702,437,6650,03/05/2017 12:28
4709,6051,4165,03/05/2017 13:06
4716,3063,0,03/05/2017 13:31
4723,201,0,03/05/2017 13:38
4730,5535,2800,03/05/2017 13:46
4737,6117,2093,03/05/2017 14:16
4744,437,5880,03/05/2017 14:58
4751,1644,1820,03/05/2017 15:20
4758,4018,2093,03/05/2017 15:38
4765,1836,9870,03/05/2017 15:52
4772,187,6615,03/05/2017 16:15
4779,257,5306,03/05/2017 17:05
4786,1025,959,03/05/2017 17:29
4793,4200,5215,03/05/2017 18:14
4800,57,0,03/05/2017 18:28
4807,31,1372,03/05/2017 18:46
4814,96,3920,03/05/2017 19:19
4821,3108,2072,03/05/2017 20:14
4828,31,2443,03/05/2017 21:13
4835,4779,2443,03/05/2017 21:40
4842,2289,4186,03/05/2017 22:05
4849,857,2093,03/05/2017 22:35
4856,329,3010,03/05/2017 23:41
4863,3653,2093,04/05/2017 00:12
4870,2735,4550,04/05/2017 02:22
4877,280,5593,04/05/2017 10:10
4884,5464,3850,04/05/2017 11:12
4891,5843,4193,04/05/2017 11:56
4898,1996,13650,04/05/2017 12:19
4905,3908,11550,04/05/2017 12:33
4912,408,8400,04/05/2017 13:01
4919,6075,2030,04/05/2017 13:20
4926,5045,6615,04/05/2017 14:21
4933,5687,1078,04/05/2017 14:49
4940,4347,14658,04/05/2017 15:13
4947,5143,5306,04/05/2017 15:45
4954,5403,0,04/05/2017 16:18
4961,4189,6615,04/05/2017 16:43
4968,3655,3220,04/05/2017 17:06
4975,902,2310,04/05/2017 17:33
4982,1193,1736,04/05/2017 18:01
4989,4257,13230,04/05/2017 18:09
4996,437,1463,04/05/2017 18:47
5003,92,2030,04/05/2017 20:02
5010,6325,7840,04/05/2017 20:24
5017,5161,3920,04/05/2017 20:52
5024,31,8400,04/05/2017 22:14
5031,6235,3290,04/05/2017 23:03
5038,4102,1624,04/05/2017 23:32
5045,3561,840,05/05/2017 00:48
5052,91,2058,05/05/2017 03:20
5059,231,2730,05/05/2017 07:48
5066,4501,0,05/05/2017 09:36
5073,6215,4893,05/05/2017 10:11
5080,437,1750,05/05/2017 10:40
5087,6389,2940,05/05/2017 10:50
5094,4601,959,05/05/2017 11:09
5101,6169,2443,05/05/2017 11:43
5108,257,0,05/05/2017 12:11
5115,5535,2310,05/05/2017 13:06
5122,89,959,05/05/2017 13:30
5129,388,3920,05/05/2017 13:49
5136,293,5880,05/05/2017 14:38
5143,96,2450,05/05/2017 15:15
5150,2063,3493,05/05/2017 15:48
5157,6166,13230,05/05/2017 16:28
5164,145,4193,05/05/2017 16:51
5171,142,700,05/05/2017 17:33
5178,3975,2660,05/05/2017 18:38
5185,4800,980,05/05/2017 18:49
5192,5535,2310,05/05/2017 19:53
5199,2749,4550,05/05/2017 20:25
5206,1278,4900,05/05/2017 21:21
5213,4795,1043,05/05/2017 22:21
5220,765,2030,05/05/2017 22:54
5227,3655,6279,06/05/2017 00:01
5234,3168,1624,06/05/2017 06:05
5241,1083,0,06/05/2017 09:09
5248,1329,3920,06/05/2017 10:16
5255,4432,4186,06/05/2017 10:55
5262,5492,1855,06/05/2017 11:50
5269,2219,4046,06/05/2017 12:11
5276,1819,3150,06/05/2017 12:32
5283,5017,4025,06/05/2017 12:48
5290,6024,0,06/05/2017 13:14
5297,1814,3850,06/05/2017 13:36
